"Start time UTC","End time UTC","The sales price of production imbalance electricity"
"2021-02-25T11:00:00.000Z","2021-02-25T12:00:00.000Z","34.2"
"2021-02-25T12:00:00.000Z","2021-02-25T13:00:00.000Z","37.61999"
"2021-02-25T13:00:00.000Z","2021-02-25T14:00:00.000Z","37.90999"
"2021-02-25T14:00:00.000Z","2021-02-25T15:00:00.000Z","33.89999"
"2021-02-25T15:00:00.000Z","2021-02-25T16:00:00.000Z","36.07999"
"2021-02-25T16:00:00.000Z","2021-02-25T17:00:00.000Z","64.79999"
"2021-02-25T17:00:00.000Z","2021-02-25T18:00:00.000Z","40.79999"
"2021-02-25T18:00:00.000Z","2021-02-25T19:00:00.000Z","35.47999"
"2021-02-25T19:00:00.000Z","2021-02-25T20:00:00.000Z","33.63"
"2021-02-25T20:00:00.000Z","2021-02-25T21:00:00.000Z","31.91"
"2021-02-25T21:00:00.000Z","2021-02-25T22:00:00.000Z","28.10999"
"2021-02-25T22:00:00.000Z","2021-02-25T23:00:00.000Z","25.62"
"2021-02-25T23:00:00.000Z","2021-02-26T00:00:00.000Z","24.03999"
"2021-02-26T00:00:00.000Z","2021-02-26T01:00:00.000Z","22.21"
"2021-02-26T01:00:00.000Z","2021-02-26T02:00:00.000Z","21.23"
"2021-02-26T02:00:00.000Z","2021-02-26T03:00:00.000Z","21.85999"
"2021-02-26T03:00:00.000Z","2021-02-26T04:00:00.000Z","24.48"
"2021-02-26T04:00:00.000Z","2021-02-26T05:00:00.000Z","35.46"
"2021-02-26T05:00:00.000Z","2021-02-26T06:00:00.000Z","40.42"
"2021-02-26T06:00:00.000Z","2021-02-26T07:00:00.000Z","42.56"
"2021-02-26T07:00:00.000Z","2021-02-26T08:00:00.000Z","58.07999"
"2021-02-26T08:00:00.000Z","2021-02-26T09:00:00.000Z","53.95"
"2021-02-26T09:00:00.000Z","2021-02-26T10:00:00.000Z","53.97999"
"2021-02-26T10:00:00.000Z","2021-02-26T11:00:00.000Z","38.04999"
"2021-02-26T11:00:00.000Z","2021-02-26T12:00:00.000Z","32.79999"
"2021-02-26T12:00:00.000Z","2021-02-26T13:00:00.000Z","39.71"
"2021-02-26T13:00:00.000Z","2021-02-26T14:00:00.000Z","40.04999"
"2021-02-26T14:00:00.000Z","2021-02-26T15:00:00.000Z","34.52"
"2021-02-26T15:00:00.000Z","2021-02-26T16:00:00.000Z","36.25"
"2021-02-26T16:00:00.000Z","2021-02-26T17:00:00.000Z","37.72999"
"2021-02-26T17:00:00.000Z","2021-02-26T18:00:00.000Z","35.31"
"2021-02-26T18:00:00.000Z","2021-02-26T19:00:00.000Z","32.75"
"2021-02-26T19:00:00.000Z","2021-02-26T20:00:00.000Z","29.1"
"2021-02-26T20:00:00.000Z","2021-02-26T21:00:00.000Z","25.77"
"2021-02-26T21:00:00.000Z","2021-02-26T22:00:00.000Z","25.16"
"2021-02-26T22:00:00.000Z","2021-02-26T23:00:00.000Z","24.35999"
"2021-02-26T23:00:00.000Z","2021-02-27T00:00:00.000Z","24.37999"
"2021-02-27T00:00:00.000Z","2021-02-27T01:00:00.000Z","24.1"
"2021-02-27T01:00:00.000Z","2021-02-27T02:00:00.000Z","24.14"
"2021-02-27T02:00:00.000Z","2021-02-27T03:00:00.000Z","24.37999"
"2021-02-27T03:00:00.000Z","2021-02-27T04:00:00.000Z","24.94999"
"2021-02-27T04:00:00.000Z","2021-02-27T05:00:00.000Z","25.27"
"2021-02-27T05:00:00.000Z","2021-02-27T06:00:00.000Z","26.25"
"2021-02-27T06:00:00.000Z","2021-02-27T07:00:00.000Z","35.39999"
"2021-02-27T07:00:00.000Z","2021-02-27T08:00:00.000Z","36.2"
"2021-02-27T08:00:00.000Z","2021-02-27T09:00:00.000Z","38.03"
"2021-02-27T09:00:00.000Z","2021-02-27T10:00:00.000Z","38.79999"
"2021-02-27T10:00:00.000Z","2021-02-27T11:00:00.000Z","37.89"
"2021-02-27T11:00:00.000Z","2021-02-27T12:00:00.000Z","36.95"
"2021-02-27T12:00:00.000Z","2021-02-27T13:00:00.000Z","35.84"
"2021-02-27T13:00:00.000Z","2021-02-27T14:00:00.000Z","35.32"
"2021-02-27T14:00:00.000Z","2021-02-27T15:00:00.000Z","35.78"
"2021-02-27T15:00:00.000Z","2021-02-27T16:00:00.000Z","36.34"
"2021-02-27T16:00:00.000Z","2021-02-27T17:00:00.000Z","37.28999"
"2021-02-27T17:00:00.000Z","2021-02-27T18:00:00.000Z","37.74"
"2021-02-27T18:00:00.000Z","2021-02-27T19:00:00.000Z","36.45"
"2021-02-27T19:00:00.000Z","2021-02-27T20:00:00.000Z","34.93999"
"2021-02-27T20:00:00.000Z","2021-02-27T21:00:00.000Z","35.21999"
"2021-02-27T21:00:00.000Z","2021-02-27T22:00:00.000Z","34.15999"
"2021-02-27T22:00:00.000Z","2021-02-27T23:00:00.000Z","24.68"
"2021-02-27T23:00:00.000Z","2021-02-28T00:00:00.000Z","23.8"
"2021-02-28T00:00:00.000Z","2021-02-28T01:00:00.000Z","23.23"
"2021-02-28T01:00:00.000Z","2021-02-28T02:00:00.000Z","22.26"
"2021-02-28T02:00:00.000Z","2021-02-28T03:00:00.000Z","21.59"
"2021-02-28T03:00:00.000Z","2021-02-28T04:00:00.000Z","22.27"
"2021-02-28T04:00:00.000Z","2021-02-28T05:00:00.000Z","22.87999"
"2021-02-28T05:00:00.000Z","2021-02-28T06:00:00.000Z","22.94999"
"2021-02-28T06:00:00.000Z","2021-02-28T07:00:00.000Z","23.55"
"2021-02-28T07:00:00.000Z","2021-02-28T08:00:00.000Z","29.21999"
"2021-02-28T08:00:00.000Z","2021-02-28T09:00:00.000Z","35.57999"
"2021-02-28T09:00:00.000Z","2021-02-28T10:00:00.000Z","35.65999"
"2021-02-28T10:00:00.000Z","2021-02-28T11:00:00.000Z","33.78999"
"2021-02-28T11:00:00.000Z","2021-02-28T12:00:00.000Z","25.44999"
"2021-02-28T12:00:00.000Z","2021-02-28T13:00:00.000Z","23.85"
"2021-02-28T13:00:00.000Z","2021-02-28T14:00:00.000Z","23.48999"
"2021-02-28T14:00:00.000Z","2021-02-28T15:00:00.000Z","23.62"
"2021-02-28T15:00:00.000Z","2021-02-28T16:00:00.000Z","32.53"
"2021-02-28T16:00:00.000Z","2021-02-28T17:00:00.000Z","36.60999"
"2021-02-28T17:00:00.000Z","2021-02-28T18:00:00.000Z","38.14999"
"2021-02-28T18:00:00.000Z","2021-02-28T19:00:00.000Z","37.56"
"2021-02-28T19:00:00.000Z","2021-02-28T20:00:00.000Z","36.29999"
"2021-02-28T20:00:00.000Z","2021-02-28T21:00:00.000Z","36"
"2021-02-28T21:00:00.000Z","2021-02-28T22:00:00.000Z","35.10999"
"2021-02-28T22:00:00.000Z","2021-02-28T23:00:00.000Z","24.21999"
"2021-02-28T23:00:00.000Z","2021-03-01T00:00:00.000Z","20.14999"
"2021-03-01T00:00:00.000Z","2021-03-01T01:00:00.000Z","19.34"
"2021-03-01T01:00:00.000Z","2021-03-01T02:00:00.000Z","18.87999"
"2021-03-01T02:00:00.000Z","2021-03-01T03:00:00.000Z","20.19"
"2021-03-01T03:00:00.000Z","2021-03-01T04:00:00.000Z","23.46"
"2021-03-01T04:00:00.000Z","2021-03-01T05:00:00.000Z","36.63"
"2021-03-01T05:00:00.000Z","2021-03-01T06:00:00.000Z","43"
"2021-03-01T06:00:00.000Z","2021-03-01T07:00:00.000Z","43"
"2021-03-01T07:00:00.000Z","2021-03-01T08:00:00.000Z","42.22999"
"2021-03-01T08:00:00.000Z","2021-03-01T09:00:00.000Z","41.71999"
"2021-03-01T09:00:00.000Z","2021-03-01T10:00:00.000Z","41.25999"
"2021-03-01T10:00:00.000Z","2021-03-01T11:00:00.000Z","45"
"2021-03-01T11:00:00.000Z","2021-03-01T12:00:00.000Z","47"
"2021-03-01T12:00:00.000Z","2021-03-01T13:00:00.000Z","47"
"2021-03-01T13:00:00.000Z","2021-03-01T14:00:00.000Z","45"
"2021-03-01T14:00:00.000Z","2021-03-01T15:00:00.000Z","42"
"2021-03-01T15:00:00.000Z","2021-03-01T16:00:00.000Z","38.24"
"2021-03-01T16:00:00.000Z","2021-03-01T17:00:00.000Z","39.1"
"2021-03-01T17:00:00.000Z","2021-03-01T18:00:00.000Z","40.28"
"2021-03-01T18:00:00.000Z","2021-03-01T19:00:00.000Z","47"
"2021-03-01T19:00:00.000Z","2021-03-01T20:00:00.000Z","45"
"2021-03-01T20:00:00.000Z","2021-03-01T21:00:00.000Z","45"
"2021-03-01T21:00:00.000Z","2021-03-01T22:00:00.000Z","45"
"2021-03-01T22:00:00.000Z","2021-03-01T23:00:00.000Z","45"
"2021-03-01T23:00:00.000Z","2021-03-02T00:00:00.000Z","23.91"
"2021-03-02T00:00:00.000Z","2021-03-02T01:00:00.000Z","23.53999"
"2021-03-02T01:00:00.000Z","2021-03-02T02:00:00.000Z","23.16"
"2021-03-02T02:00:00.000Z","2021-03-02T03:00:00.000Z","24.37999"
"2021-03-02T03:00:00.000Z","2021-03-02T04:00:00.000Z","25.76"
"2021-03-02T04:00:00.000Z","2021-03-02T05:00:00.000Z","38.71"
"2021-03-02T05:00:00.000Z","2021-03-02T06:00:00.000Z","40.06"
"2021-03-02T06:00:00.000Z","2021-03-02T07:00:00.000Z","48.00999"
"2021-03-02T07:00:00.000Z","2021-03-02T08:00:00.000Z","68.98"
"2021-03-02T08:00:00.000Z","2021-03-02T09:00:00.000Z","56.90999"
"2021-03-02T09:00:00.000Z","2021-03-02T10:00:00.000Z","49.43999"
"2021-03-02T10:00:00.000Z","2021-03-02T11:00:00.000Z","47.49"
"2021-03-02T11:00:00.000Z","2021-03-02T12:00:00.000Z","47.77"
"2021-03-02T12:00:00.000Z","2021-03-02T13:00:00.000Z","42.61999"
"2021-03-02T13:00:00.000Z","2021-03-02T14:00:00.000Z","40.71999"
"2021-03-02T14:00:00.000Z","2021-03-02T15:00:00.000Z","39.96999"
"2021-03-02T15:00:00.000Z","2021-03-02T16:00:00.000Z","40.25"
"2021-03-02T16:00:00.000Z","2021-03-02T17:00:00.000Z","41.96"
"2021-03-02T17:00:00.000Z","2021-03-02T18:00:00.000Z","53.22999"
"2021-03-02T18:00:00.000Z","2021-03-02T19:00:00.000Z","41.97999"
"2021-03-02T19:00:00.000Z","2021-03-02T20:00:00.000Z","39.93"
"2021-03-02T20:00:00.000Z","2021-03-02T21:00:00.000Z","39.53999"
"2021-03-02T21:00:00.000Z","2021-03-02T22:00:00.000Z","38.89"
"2021-03-02T22:00:00.000Z","2021-03-02T23:00:00.000Z","37.35999"
"2021-03-02T23:00:00.000Z","2021-03-03T00:00:00.000Z","25.16"
"2021-03-03T00:00:00.000Z","2021-03-03T01:00:00.000Z","25.05999"
"2021-03-03T01:00:00.000Z","2021-03-03T02:00:00.000Z","24.35"
"2021-03-03T02:00:00.000Z","2021-03-03T03:00:00.000Z","24.84"
"2021-03-03T03:00:00.000Z","2021-03-03T04:00:00.000Z","26.12"
"2021-03-03T04:00:00.000Z","2021-03-03T05:00:00.000Z","39.10999"
"2021-03-03T05:00:00.000Z","2021-03-03T06:00:00.000Z","42.07999"
"2021-03-03T06:00:00.000Z","2021-03-03T07:00:00.000Z","49.89999"
"2021-03-03T07:00:00.000Z","2021-03-03T08:00:00.000Z","64.68"
"2021-03-03T08:00:00.000Z","2021-03-03T09:00:00.000Z","56.14999"
"2021-03-03T09:00:00.000Z","2021-03-03T10:00:00.000Z","80.51999"
"2021-03-03T10:00:00.000Z","2021-03-03T11:00:00.000Z","80"
"2021-03-03T11:00:00.000Z","2021-03-03T12:00:00.000Z","67"
"2021-03-03T12:00:00.000Z","2021-03-03T13:00:00.000Z","60"
"2021-03-03T13:00:00.000Z","2021-03-03T14:00:00.000Z","56.95"
"2021-03-03T14:00:00.000Z","2021-03-03T15:00:00.000Z","46.32999"
"2021-03-03T15:00:00.000Z","2021-03-03T16:00:00.000Z","49"
"2021-03-03T16:00:00.000Z","2021-03-03T17:00:00.000Z","60.07999"
"2021-03-03T17:00:00.000Z","2021-03-03T18:00:00.000Z","85"
"2021-03-03T18:00:00.000Z","2021-03-03T19:00:00.000Z","65"
"2021-03-03T19:00:00.000Z","2021-03-03T20:00:00.000Z","38.67"
"2021-03-03T20:00:00.000Z","2021-03-03T21:00:00.000Z","37.60999"
"2021-03-03T21:00:00.000Z","2021-03-03T22:00:00.000Z","34.71999"
"2021-03-03T22:00:00.000Z","2021-03-03T23:00:00.000Z","25.6"
"2021-03-03T23:00:00.000Z","2021-03-04T00:00:00.000Z","25.25"
"2021-03-04T00:00:00.000Z","2021-03-04T01:00:00.000Z","25.3"
"2021-03-04T01:00:00.000Z","2021-03-04T02:00:00.000Z","25.32"
"2021-03-04T02:00:00.000Z","2021-03-04T03:00:00.000Z","43"
"2021-03-04T03:00:00.000Z","2021-03-04T04:00:00.000Z","43"
"2021-03-04T04:00:00.000Z","2021-03-04T05:00:00.000Z","46.46999"
"2021-03-04T05:00:00.000Z","2021-03-04T06:00:00.000Z","52.38"
"2021-03-04T06:00:00.000Z","2021-03-04T07:00:00.000Z","52.07999"
"2021-03-04T07:00:00.000Z","2021-03-04T08:00:00.000Z","65.70999"
"2021-03-04T08:00:00.000Z","2021-03-04T09:00:00.000Z","90"
"2021-03-04T09:00:00.000Z","2021-03-04T10:00:00.000Z","90"
"2021-03-04T10:00:00.000Z","2021-03-04T11:00:00.000Z","63"
"2021-03-04T11:00:00.000Z","2021-03-04T12:00:00.000Z","55.77"
"2021-03-04T12:00:00.000Z","2021-03-04T13:00:00.000Z","53.97999"
"2021-03-04T13:00:00.000Z","2021-03-04T14:00:00.000Z","42.90999"
"2021-03-04T14:00:00.000Z","2021-03-04T15:00:00.000Z","41.75"
"2021-03-04T15:00:00.000Z","2021-03-04T16:00:00.000Z","41.97999"
"2021-03-04T16:00:00.000Z","2021-03-04T17:00:00.000Z","56.09"
"2021-03-04T17:00:00.000Z","2021-03-04T18:00:00.000Z","62.13"
"2021-03-04T18:00:00.000Z","2021-03-04T19:00:00.000Z","42.14999"
"2021-03-04T19:00:00.000Z","2021-03-04T20:00:00.000Z","41.14999"
"2021-03-04T20:00:00.000Z","2021-03-04T21:00:00.000Z","40.74"
"2021-03-04T21:00:00.000Z","2021-03-04T22:00:00.000Z","39.68"
"2021-03-04T22:00:00.000Z","2021-03-04T23:00:00.000Z","37.50999"
"2021-03-04T23:00:00.000Z","2021-03-05T00:00:00.000Z","36.14"
"2021-03-05T00:00:00.000Z","2021-03-05T01:00:00.000Z","28.39999"
"2021-03-05T01:00:00.000Z","2021-03-05T02:00:00.000Z","28.3"
"2021-03-05T02:00:00.000Z","2021-03-05T03:00:00.000Z","33.93"
"2021-03-05T03:00:00.000Z","2021-03-05T04:00:00.000Z","39.32"
"2021-03-05T04:00:00.000Z","2021-03-05T05:00:00.000Z","48.03999"
"2021-03-05T05:00:00.000Z","2021-03-05T06:00:00.000Z","54.57"
"2021-03-05T06:00:00.000Z","2021-03-05T07:00:00.000Z","66.45"
"2021-03-05T07:00:00.000Z","2021-03-05T08:00:00.000Z","69.64"
"2021-03-05T08:00:00.000Z","2021-03-05T09:00:00.000Z","68.25"
"2021-03-05T09:00:00.000Z","2021-03-05T10:00:00.000Z","66.34999"
"2021-03-05T10:00:00.000Z","2021-03-05T11:00:00.000Z","66.39"
"2021-03-05T11:00:00.000Z","2021-03-05T12:00:00.000Z","65.18999"
"2021-03-05T12:00:00.000Z","2021-03-05T13:00:00.000Z","63.21"
"2021-03-05T13:00:00.000Z","2021-03-05T14:00:00.000Z","55.1"
"2021-03-05T14:00:00.000Z","2021-03-05T15:00:00.000Z","65.34"
"2021-03-05T15:00:00.000Z","2021-03-05T16:00:00.000Z","63.21999"
"2021-03-05T16:00:00.000Z","2021-03-05T17:00:00.000Z","67.43"
"2021-03-05T17:00:00.000Z","2021-03-05T18:00:00.000Z","70.81999"
"2021-03-05T18:00:00.000Z","2021-03-05T19:00:00.000Z","65.09"
"2021-03-05T19:00:00.000Z","2021-03-05T20:00:00.000Z","41.6"
"2021-03-05T20:00:00.000Z","2021-03-05T21:00:00.000Z","40.64999"
"2021-03-05T21:00:00.000Z","2021-03-05T22:00:00.000Z","39.93999"
"2021-03-05T22:00:00.000Z","2021-03-05T23:00:00.000Z","38.28"
"2021-03-05T23:00:00.000Z","2021-03-06T00:00:00.000Z","24.85"
"2021-03-06T00:00:00.000Z","2021-03-06T01:00:00.000Z","24.01"
"2021-03-06T01:00:00.000Z","2021-03-06T02:00:00.000Z","21.46"
"2021-03-06T02:00:00.000Z","2021-03-06T03:00:00.000Z","20.89999"
"2021-03-06T03:00:00.000Z","2021-03-06T04:00:00.000Z","20.93"
"2021-03-06T04:00:00.000Z","2021-03-06T05:00:00.000Z","20.98"
"2021-03-06T05:00:00.000Z","2021-03-06T06:00:00.000Z","20.98"
"2021-03-06T06:00:00.000Z","2021-03-06T07:00:00.000Z","20.98"
"2021-03-06T07:00:00.000Z","2021-03-06T08:00:00.000Z","29.68"
"2021-03-06T08:00:00.000Z","2021-03-06T09:00:00.000Z","31.25"
"2021-03-06T09:00:00.000Z","2021-03-06T10:00:00.000Z","31"
"2021-03-06T10:00:00.000Z","2021-03-06T11:00:00.000Z","28"
"2021-03-06T11:00:00.000Z","2021-03-06T12:00:00.000Z","28"
"2021-03-06T12:00:00.000Z","2021-03-06T13:00:00.000Z","28.8"
"2021-03-06T13:00:00.000Z","2021-03-06T14:00:00.000Z","19.30999"
"2021-03-06T14:00:00.000Z","2021-03-06T15:00:00.000Z","19.59"
"2021-03-06T15:00:00.000Z","2021-03-06T16:00:00.000Z","21.77"
"2021-03-06T16:00:00.000Z","2021-03-06T17:00:00.000Z","25.10999"
"2021-03-06T17:00:00.000Z","2021-03-06T18:00:00.000Z","27"
"2021-03-06T18:00:00.000Z","2021-03-06T19:00:00.000Z","24.12999"
"2021-03-06T19:00:00.000Z","2021-03-06T20:00:00.000Z","22.12999"
"2021-03-06T20:00:00.000Z","2021-03-06T21:00:00.000Z","20.77"
"2021-03-06T21:00:00.000Z","2021-03-06T22:00:00.000Z","20.92"
"2021-03-06T22:00:00.000Z","2021-03-06T23:00:00.000Z","19.55"
"2021-03-06T23:00:00.000Z","2021-03-07T00:00:00.000Z","16.91"
"2021-03-07T00:00:00.000Z","2021-03-07T01:00:00.000Z","16.48"
"2021-03-07T01:00:00.000Z","2021-03-07T02:00:00.000Z","16.21"
"2021-03-07T02:00:00.000Z","2021-03-07T03:00:00.000Z","16.69999"
"2021-03-07T03:00:00.000Z","2021-03-07T04:00:00.000Z","17.85"
"2021-03-07T04:00:00.000Z","2021-03-07T05:00:00.000Z","20"
"2021-03-07T05:00:00.000Z","2021-03-07T06:00:00.000Z","20.35"
"2021-03-07T06:00:00.000Z","2021-03-07T07:00:00.000Z","20.91"
"2021-03-07T07:00:00.000Z","2021-03-07T08:00:00.000Z","23.46999"
"2021-03-07T08:00:00.000Z","2021-03-07T09:00:00.000Z","24.23"
"2021-03-07T09:00:00.000Z","2021-03-07T10:00:00.000Z","24.26"
"2021-03-07T10:00:00.000Z","2021-03-07T11:00:00.000Z","24.16"
"2021-03-07T11:00:00.000Z","2021-03-07T12:00:00.000Z","24.03"
"2021-03-07T12:00:00.000Z","2021-03-07T13:00:00.000Z","23.94999"
"2021-03-07T13:00:00.000Z","2021-03-07T14:00:00.000Z","24.14999"
"2021-03-07T14:00:00.000Z","2021-03-07T15:00:00.000Z","24.53999"
"2021-03-07T15:00:00.000Z","2021-03-07T16:00:00.000Z","25.46999"
"2021-03-07T16:00:00.000Z","2021-03-07T17:00:00.000Z","40.77"
"2021-03-07T17:00:00.000Z","2021-03-07T18:00:00.000Z","52"
"2021-03-07T18:00:00.000Z","2021-03-07T19:00:00.000Z","52"
"2021-03-07T19:00:00.000Z","2021-03-07T20:00:00.000Z","46.03999"
"2021-03-07T20:00:00.000Z","2021-03-07T21:00:00.000Z","41.43"
"2021-03-07T21:00:00.000Z","2021-03-07T22:00:00.000Z","39.09"
"2021-03-07T22:00:00.000Z","2021-03-07T23:00:00.000Z","34.02"
"2021-03-07T23:00:00.000Z","2021-03-08T00:00:00.000Z","27.25"
"2021-03-08T00:00:00.000Z","2021-03-08T01:00:00.000Z","27.39"
"2021-03-08T01:00:00.000Z","2021-03-08T02:00:00.000Z","27.62"
"2021-03-08T02:00:00.000Z","2021-03-08T03:00:00.000Z","30.07999"
"2021-03-08T03:00:00.000Z","2021-03-08T04:00:00.000Z","40.53"
"2021-03-08T04:00:00.000Z","2021-03-08T05:00:00.000Z","48.17"
"2021-03-08T05:00:00.000Z","2021-03-08T06:00:00.000Z","63.92"
"2021-03-08T06:00:00.000Z","2021-03-08T07:00:00.000Z","95.01"
"2021-03-08T07:00:00.000Z","2021-03-08T08:00:00.000Z","101"
"2021-03-08T08:00:00.000Z","2021-03-08T09:00:00.000Z","69.56999"
"2021-03-08T09:00:00.000Z","2021-03-08T10:00:00.000Z","59.34"
"2021-03-08T10:00:00.000Z","2021-03-08T11:00:00.000Z","57.72999"
"2021-03-08T11:00:00.000Z","2021-03-08T12:00:00.000Z","55.77"
"2021-03-08T12:00:00.000Z","2021-03-08T13:00:00.000Z","54.47999"
"2021-03-08T13:00:00.000Z","2021-03-08T14:00:00.000Z","52.46999"
"2021-03-08T14:00:00.000Z","2021-03-08T15:00:00.000Z","55.1"
"2021-03-08T15:00:00.000Z","2021-03-08T16:00:00.000Z","58.64"
"2021-03-08T16:00:00.000Z","2021-03-08T17:00:00.000Z","70"
"2021-03-08T17:00:00.000Z","2021-03-08T18:00:00.000Z","97.95"
"2021-03-08T18:00:00.000Z","2021-03-08T19:00:00.000Z","100.29"
"2021-03-08T19:00:00.000Z","2021-03-08T20:00:00.000Z","56.71999"
"2021-03-08T20:00:00.000Z","2021-03-08T21:00:00.000Z","50.06"
"2021-03-08T21:00:00.000Z","2021-03-08T22:00:00.000Z","42.59"
"2021-03-08T22:00:00.000Z","2021-03-08T23:00:00.000Z","35.57"
"2021-03-08T23:00:00.000Z","2021-03-09T00:00:00.000Z","31.91"
"2021-03-09T00:00:00.000Z","2021-03-09T01:00:00.000Z","30.64999"
"2021-03-09T01:00:00.000Z","2021-03-09T02:00:00.000Z","30.96999"
"2021-03-09T02:00:00.000Z","2021-03-09T03:00:00.000Z","31.5"
"2021-03-09T03:00:00.000Z","2021-03-09T04:00:00.000Z","33.46"
"2021-03-09T04:00:00.000Z","2021-03-09T05:00:00.000Z","97"
"2021-03-09T05:00:00.000Z","2021-03-09T06:00:00.000Z","56.88"
"2021-03-09T06:00:00.000Z","2021-03-09T07:00:00.000Z","74"
"2021-03-09T07:00:00.000Z","2021-03-09T08:00:00.000Z","90"
"2021-03-09T08:00:00.000Z","2021-03-09T09:00:00.000Z","94.14"
"2021-03-09T09:00:00.000Z","2021-03-09T10:00:00.000Z","93.45999"
"2021-03-09T10:00:00.000Z","2021-03-09T11:00:00.000Z","59.7"
"2021-03-09T11:00:00.000Z","2021-03-09T12:00:00.000Z","57.93999"
"2021-03-09T12:00:00.000Z","2021-03-09T13:00:00.000Z","58.53"
"2021-03-09T13:00:00.000Z","2021-03-09T14:00:00.000Z","56.49"
"2021-03-09T14:00:00.000Z","2021-03-09T15:00:00.000Z","55.60999"
"2021-03-09T15:00:00.000Z","2021-03-09T16:00:00.000Z","57.04999"
"2021-03-09T16:00:00.000Z","2021-03-09T17:00:00.000Z","65"
"2021-03-09T17:00:00.000Z","2021-03-09T18:00:00.000Z","92.37"
"2021-03-09T18:00:00.000Z","2021-03-09T19:00:00.000Z","80.71999"
"2021-03-09T19:00:00.000Z","2021-03-09T20:00:00.000Z","53.24"
"2021-03-09T20:00:00.000Z","2021-03-09T21:00:00.000Z","47.38"
"2021-03-09T21:00:00.000Z","2021-03-09T22:00:00.000Z","41.95"
"2021-03-09T22:00:00.000Z","2021-03-09T23:00:00.000Z","39.95"
"2021-03-09T23:00:00.000Z","2021-03-10T00:00:00.000Z","40.39"
"2021-03-10T00:00:00.000Z","2021-03-10T01:00:00.000Z","39.97999"
"2021-03-10T01:00:00.000Z","2021-03-10T02:00:00.000Z","39.92"
"2021-03-10T02:00:00.000Z","2021-03-10T03:00:00.000Z","39.96"
"2021-03-10T03:00:00.000Z","2021-03-10T04:00:00.000Z","48.57999"
"2021-03-10T04:00:00.000Z","2021-03-10T05:00:00.000Z","67.7"
"2021-03-10T05:00:00.000Z","2021-03-10T06:00:00.000Z","71.48"
"2021-03-10T06:00:00.000Z","2021-03-10T07:00:00.000Z","92.73"
"2021-03-10T07:00:00.000Z","2021-03-10T08:00:00.000Z","149.97999"
"2021-03-10T08:00:00.000Z","2021-03-10T09:00:00.000Z","99.67"
"2021-03-10T09:00:00.000Z","2021-03-10T10:00:00.000Z","71.09"
"2021-03-10T10:00:00.000Z","2021-03-10T11:00:00.000Z","72.85999"
"2021-03-10T11:00:00.000Z","2021-03-10T12:00:00.000Z","69.98999"
"2021-03-10T12:00:00.000Z","2021-03-10T13:00:00.000Z","65.34999"
"2021-03-10T13:00:00.000Z","2021-03-10T14:00:00.000Z","69.03"
"2021-03-10T14:00:00.000Z","2021-03-10T15:00:00.000Z","69.59999"
"2021-03-10T15:00:00.000Z","2021-03-10T16:00:00.000Z","72.32999"
"2021-03-10T16:00:00.000Z","2021-03-10T17:00:00.000Z","75.93"
"2021-03-10T17:00:00.000Z","2021-03-10T18:00:00.000Z","85.98999"
"2021-03-10T18:00:00.000Z","2021-03-10T19:00:00.000Z","48.07999"
"2021-03-10T19:00:00.000Z","2021-03-10T20:00:00.000Z","39.82999"
"2021-03-10T20:00:00.000Z","2021-03-10T21:00:00.000Z","39.32999"
"2021-03-10T21:00:00.000Z","2021-03-10T22:00:00.000Z","35.49"
"2021-03-10T22:00:00.000Z","2021-03-10T23:00:00.000Z","24.37"
"2021-03-10T23:00:00.000Z","2021-03-11T00:00:00.000Z","22"
"2021-03-11T00:00:00.000Z","2021-03-11T01:00:00.000Z","23"
"2021-03-11T01:00:00.000Z","2021-03-11T02:00:00.000Z","29.75"
"2021-03-11T02:00:00.000Z","2021-03-11T03:00:00.000Z","29.75"
"2021-03-11T03:00:00.000Z","2021-03-11T04:00:00.000Z","31.77"
"2021-03-11T04:00:00.000Z","2021-03-11T05:00:00.000Z","35.67"
"2021-03-11T05:00:00.000Z","2021-03-11T06:00:00.000Z","45.14999"
"2021-03-11T06:00:00.000Z","2021-03-11T07:00:00.000Z","47.53999"
"2021-03-11T07:00:00.000Z","2021-03-11T08:00:00.000Z","51"
"2021-03-11T08:00:00.000Z","2021-03-11T09:00:00.000Z","51"
"2021-03-11T09:00:00.000Z","2021-03-11T10:00:00.000Z","48.39999"
"2021-03-11T10:00:00.000Z","2021-03-11T11:00:00.000Z","48.43999"
"2021-03-11T11:00:00.000Z","2021-03-11T12:00:00.000Z","48.42"
"2021-03-11T12:00:00.000Z","2021-03-11T13:00:00.000Z","48.43"
"2021-03-11T13:00:00.000Z","2021-03-11T14:00:00.000Z","44.5"
"2021-03-11T14:00:00.000Z","2021-03-11T15:00:00.000Z","44.5"
"2021-03-11T15:00:00.000Z","2021-03-11T16:00:00.000Z","42.14999"
"2021-03-11T16:00:00.000Z","2021-03-11T17:00:00.000Z","45.2"
"2021-03-11T17:00:00.000Z","2021-03-11T18:00:00.000Z","52"
"2021-03-11T18:00:00.000Z","2021-03-11T19:00:00.000Z","35.92"
"2021-03-11T19:00:00.000Z","2021-03-11T20:00:00.000Z","48"
"2021-03-11T20:00:00.000Z","2021-03-11T21:00:00.000Z","44.5"
"2021-03-11T21:00:00.000Z","2021-03-11T22:00:00.000Z","43.5"
"2021-03-11T22:00:00.000Z","2021-03-11T23:00:00.000Z","29"
